County FIPS code,Size of adjusted gross income by county,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
3,"$1 under $25,000",204,21,109,293,73,2060,145,1563,57,135,0,0,0,0,39,25,0,33,46,23,157,25,248,38,183,0,0,0,0,20,323,22,67,0,0,0,0,20,62,0,0,0,0,80,497,0,0,0,0,22,16,0,0,39,50,79,121,69,107,0,0,63,48,84,70,21,11,158,263
3,"$25,000 under $50,000",106,37,49,184,39,3979,87,2852,46,50,41,108,36,61,43,311,0,0,0,0,0,24,526,42,266,39,307,0,0,36,688,0,0,45,51,49,129,36,167,44,484,35,55,101,2086,55,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,235,95,266,25,35,80,175
3,"$50,000 under $75,000",60,58,45,132,41,3688,62,3343,39,89,25,208,23,139,0,0,0,21,116,23,339,36,1367,0,0,0,0,0,0,26,598,34,132,0,0,24,128,26,206,34,360,37,62,59,2244,30,45,0,0,23,38,0,0,0,0,0,0,0,0,0,0,55,274,58,305,25,54,41,122
3,"$75,000 under $100,000",26,0,0,54,0,2246,0,0,21,42,0,0,0,0,28,230,0,0,0,0,0,0,0,0,0,22,349,0,0,21,390,0,0,0,0,20,73,21,179,0,0,0,0,26,1600,0,0,33,64,0,0,0,0,0,0,0,0,0,0,0,0,25,219,25,238,0,0,20,77
3,"$100,000 under $200,000",56,52,41,149,41,9135,47,4978,49,263,27,77,25,65,0,0,0,23,1174,0,0,22,1387,0,0,0,0,0,0,50,1802,47,447,0,0,49,230,50,713,41,644,46,218,56,6715,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1135,55,1156,25,209,31,199
3,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Amador County,15966,7664,9542,30829,7405,822392,10939,496960,8325,13786,3815,15751,3338,10602,3033,39326,334,3129,15366,2306,34134,5129,137983,2235,20718,3630,40073,129,1934,6662,160820,4471,26455,2011,4811,6151,18138,6645,50024,5283,63393,5203,12280,12269,530844,4382,4826,612,778,2130,2748,454,202,1309,1676,2061,3665,1671,3023,279,1569,11229,84390,12169,91203,3659,11135,11325,29337
5,Under $1,473,192,369,741,101,-29020,94,2192,265,571,153,552,126,391,237,-1196,48,191,533,53,702,89,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,37,27,0,0,0,0,89,183,55,74,160,365
5,"$1 under $25,000",5494,1141,2777,7894,1636,70056,3372,38359,1853,2300,869,2106,747,1113,907,6010,42,738,-682,540,3467,1321,13667,793,6115,404,651,24,155,902,15202,154,261,671,499,767,1887,890,2858,570,5469,557,698,2489,14988,561,156,24,9,165,57,30,8,721,830,1439,2713,1202,2316,0,0,2112,1418,2748,2404,784,478,4052,6603
5,"$25,000 under $50,000",3773,1560,2236,7332,1855,136512,2663,82360,1749,2651,773,2446,679,1338,608,6180,54,592,-220,542,5416,1225,24506,610,6268,1198,7034,0,0,1280,22019,585,960,658,723,1157,2850,1280,4901,959,9175,946,1640,3585,67309,1297,1054,122,91,698,666,104,42,495,733,562,902,432,680,0,0,3053,7090,3229,8235,831,1106,2902,6447
5,"$50,000 under $75,000",2506,1636,1609,5499,1335,154610,1819,90877,1590,2362,676,2258,592,1393,471,5275,64,532,990,455,6128,1017,30817,414,4216,882,11728,41,288,1394,28145,978,2694,385,559,1302,3398,1391,7186,1145,12407,1075,2034,2489,95199,949,1223,125,127,565,884,107,43,93,113,0,0,0,0,0,0,2387,11808,2421,12850,748,1612,1748,4509
5,"$75,000 under $100,000",1664,1335,1098,4064,1054,144521,1299,90302,1191,1896,538,1865,484,1158,348,4394,40,415,1047,320,6054,662,25883,211,2048,542,9707,0,0,1219,28281,1017,4002,184,2694,1155,3335,1219,8398,1028,12193,1007,2445,1655,96339,706,1090,139,174,385,687,86,43,0,0,0,0,0,0,0,0,1633,12757,1638,13683,509,1434,1148,3785
5,"$100,000 under $200,000",1754,1537,1199,4569,1259,229842,1445,148997,1396,2462,644,3379,567,2399,387,10755,65,504,2496,346,9410,718,37085,187,1809,517,9243,37,748,1575,47033,1470,11068,90,263,1498,5216,1574,17494,1353,19699,1366,4044,1752,164055,776,1060,174,242,317,454,127,66,0,0,0,0,0,0,69,127,1746,27244,1746,28969,596,2871,1153,5296
5,"$200,000 or more",302,263,254,730,165,115871,247,43873,281,1544,162,3145,143,2810,75,7908,21,157,11202,50,2957,97,4933,20,262,87,1710,27,743,292,20140,267,7470,23,73,272,1452,291,9187,228,4450,252,1419,299,92954,93,243,28,135,0,0,0,0,0,0,0,0,0,0,210,1442,298,24073,298,24879,136,3560,162,2332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
