State FIPS code,State,County FIPS code,County name,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
18,IN,95,Madison County,58844,23903,31125,117375,35622,2401750,49838,1668830,17764,27175,8120,20202,7194,13501,6903,52109,647,5864,18424,5485,58748,16832,314806,7326,55694,9302,95210,117,1873,12937,233365,11922,51550,686,764,11808,17931,12911,74466,10633,70901,9703,39118,42929,1481316,18171,20801,9892,12215,1792,840,3376,2304,12246,25625,10857,23221,8444,10793,351,1578,37932,217346,41823,220513,7490,19354,49293,166392
18,IN,97,Marion County,438276,124414,210507,899594,308895,19811074,375727,15184715,111767,209769,62138,323823,55244,227675,58522,526150,580,44478,544027,32297,471315,74193,1221991,45374,362746,39295,441113,2008,42315,123550,2532295,113893,570148,5779,7243,111293,284268,123125,902912,103209,762888,98711,442577,313349,12772545,142485,175814,70867,78119,18667,9818,21643,16851,101721,233066,92239,206855,89962,134711,6911,41140,263681,2130722,291930,2254216,55594,190322,368799,1126197
18,IN,99,Marshall County,21188,9585,12453,45762,14941,899079,17183,663796,8600,15082,3487,14869,3098,12080,2920,21400,798,2477,15130,2426,25292,4140,54029,3244,22671,2484,25769,84,1068,4570,91412,4169,19185,309,358,4236,7083,4560,27957,3672,26504,3513,15216,15256,556386,7462,9159,4143,5368,659,292,1395,1013,3783,7906,3348,7004,3227,4915,183,1019,13026,81021,14201,86909,2809,10971,17001,48746
18,IN,101,Martin County,4778,2180,2904,9501,2850,203300,3860,152828,1883,2669,758,1174,675,818,683,4843,238,581,3801,440,4182,1163,23278,488,3010,614,4867,0,0,797,13013,742,2921,35,26,713,744,790,3927,621,3834,547,1844,3566,130543,1532,1885,859,1181,155,69,288,257,809,1645,696,1412,521,652,24,107,3206,17983,3461,19248,645,1653,3873,10044
18,IN,103,Miami County,14711,6670,9780,30075,9366,569017,11998,415590,5144,7545,2154,5020,1984,3397,1728,10177,587,1383,6107,1332,13085,3783,64437,2283,17461,1941,18819,23,285,2764,47418,2578,12304,135,148,2422,1617,2758,14861,2193,13344,2040,8463,10499,345793,4624,5367,2593,3346,351,154,884,647,3102,6372,2737,5768,1991,2506,81,460,9252,46789,10112,50279,1823,5034,12171,34209
18,IN,105,Monroe County,54982,20198,23654,97877,25946,2733081,46297,1985480,20922,44438,11603,51022,10167,34142,8246,92728,494,8315,96756,5264,76426,9932,202881,4238,28932,6327,80199,317,4552,15878,319617,14043,69300,968,1113,14012,27166,15819,103724,12367,101670,12392,57884,41296,1886541,18303,21526,7429,9523,2484,1124,3215,2838,8648,14554,7319,12755,4812,5851,1019,4722,37197,317426,39772,333517,8894,32004,43681,116207
18,IN,107,Montgomery County,19049,7842,11383,44325,12094,789099,15900,607147,5956,9144,3128,7745,2860,5907,2148,15122,607,1970,10689,1774,20255,4095,51638,1761,14003,2249,23662,56,901,3772,64537,3464,17319,168,163,3398,2122,3760,20816,3019,20126,2732,10809,13837,480642,6591,7700,4201,5047,554,256,1066,895,2889,5755,2517,5187,3539,7173,117,543,11521,67165,12114,72134,2286,9319,15757,47705
18,IN,109,Morgan County,32638,15837,18294,68294,21523,1588848,27471,1214202,10237,15069,4789,11005,4281,7710,4611,40037,576,3487,17215,3065,41634,7856,138103,3981,32443,4246,47394,81,1493,10696,203962,10077,54508,346,386,10037,11168,10672,69785,9413,74086,8169,27325,24742,1020338,11302,14519,6329,8321,1084,524,2402,1992,5684,12078,5004,10601,3985,4891,367,1532,22071,150123,24048,159323,4671,14475,26655,76710
18,IN,111,Newton County,6326,2977,3912,13124,4013,295155,5174,202922,2296,3877,890,1881,768,1271,803,5429,258,522,16648,595,6182,1384,21291,904,6767,896,8869,24,339,1450,26354,1315,5320,110,151,1319,2010,1448,7969,1198,8542,931,3512,4716,193934,2014,2753,1122,1532,93,37,445,298,1061,2221,929,1975,745,1005,34,170,4229,28919,4516,31132,933,5736,5104,14016
18,IN,113,Noble County,20864,9470,12460,46061,15047,833983,17375,650047,7151,10894,3215,7039,2830,4736,2414,16605,906,2172,9779,2113,22496,4210,50419,3720,26106,2226,20960,30,359,4291,71836,3973,15676,197,213,4001,5815,4270,22969,3614,25145,2935,9690,15195,498135,7342,9122,4378,5772,589,279,1211,970,3759,8058,3364,7323,3505,5477,130,627,12866,66473,13868,70655,2209,6803,17544,49626
18,IN,115,Ohio County,3084,1382,2112,5995,1662,131859,2570,100050,1130,1415,412,814,366,559,384,2605,195,354,5920,299,3827,721,10664,407,3264,390,3868,0,0,756,12981,694,2542,46,50,687,550,755,3338,646,5164,479,1402,2284,83927,934,1121,520,675,77,29,175,128,528,1063,459,960,347,425,0,0,2038,11322,2182,11947,361,1512,2572,6964
18,IN,117,Orange County,8590,3933,5650,17432,5363,311293,7135,236032,2567,4991,1000,2841,899,1841,1309,6048,461,745,2633,706,7500,1804,25000,1457,9225,989,8583,0,0,1407,27415,1291,5182,77,77,1245,1445,1405,7135,1067,6725,936,4584,6062,181047,2742,3009,1573,1942,267,120,424,315,2039,4255,1773,3752,1259,1530,57,274,5265,24645,5907,26949,949,2747,7253,19820
18,IN,119,Owen County,9673,4613,6111,20041,6120,371461,7906,275973,2785,4637,1155,2909,1018,2166,1472,12493,502,876,6489,769,9425,2300,35701,1458,10717,1182,11672,20,472,1990,34399,1832,6797,116,134,1835,2724,1986,10239,1668,11520,1362,4474,6868,222114,3029,3438,1641,2074,293,130,607,498,2124,4423,1842,3853,1398,1771,47,267,5995,30009,6695,32668,1177,2713,7994,21706
18,IN,121,Parke County,6857,3304,4720,14229,4446,264624,5380,193956,2199,3399,1140,3688,1026,3065,1035,9207,467,848,5847,682,8292,1714,25229,879,6347,969,9835,23,540,1344,23662,1251,6332,72,77,1167,1145,1337,7912,1018,6301,910,2869,4834,170634,2046,2320,1085,1382,200,87,407,311,1300,2722,1123,2411,836,1053,52,228,4263,24103,4637,26261,927,3542,5473,15059
18,IN,123,Perry County,8206,3656,5842,15835,4517,336851,6727,253694,2707,5133,1487,3591,1348,2691,922,8825,392,954,9526,748,7748,2032,29884,1040,7235,956,8870,0,0,1330,23050,1251,5150,66,72,1226,1793,1327,7418,1087,6966,826,2385,6023,213713,2672,3457,1479,1960,198,78,498,443,1367,2726,1207,2466,868,1006,50,257,5390,29396,5754,31322,910,3214,6836,18280
18,IN,125,Pike County,5756,2764,3753,11416,3225,258058,4792,190973,1924,3077,915,1809,835,1280,680,5214,192,629,11078,607,7981,1427,19629,663,3961,798,8123,0,0,900,15420,817,2789,69,87,817,1015,900,4135,719,4333,606,2309,4395,168412,1777,2335,1086,1530,184,77,310,260,912,1710,798,1565,512,605,0,0,4022,23010,4225,24305,746,2099,4766,13108
18,IN,127,Porter County,77496,34612,41414,156338,49094,4506991,64437,3358884,30941,47805,15896,50853,14053,34505,9080,126330,407,11150,93802,8418,141120,17908,315727,8311,66154,10400,126956,403,8130,27051,548621,24646,105905,1738,2268,25374,58157,27000,174610,23487,207778,21233,74732,60567,3128866,27466,35983,14377,20483,2322,1132,5466,3870,10302,20329,8949,17960,6810,8311,1346,6656,55446,526375,58491,551696,11449,55074,62636,193859
18,IN,129,Posey County,12200,6021,7431,24521,7313,656583,10238,478015,5342,8474,3307,7609,3003,5614,1461,13801,384,1891,7387,1373,17495,2995,45898,1079,6913,1754,19942,56,883,3168,57665,2954,13766,168,225,2971,4420,3162,19433,2616,17805,2489,8920,9613,450053,4333,5791,2268,3240,467,230,967,931,1538,3028,1340,2734,980,1165,138,524,8846,69672,9267,73939,1947,8375,9767,28724
18,IN,131,Pulaski County,5945,2774,4016,12130,3742,272824,4689,171182,2543,5770,1037,3670,909,2870,869,7906,410,741,5833,594,5418,1280,15972,698,4868,857,8765,0,0,1136,24768,1069,8452,47,45,972,738,1133,9489,794,5145,787,3829,4222,179651,1836,2501,1044,1392,162,83,355,282,1113,2343,946,2034,770,973,59,340,3706,30227,4134,32537,962,4947,4635,14059
18,IN,133,Putnam County,15413,7336,9010,31434,9504,703419,12726,506051,5202,8797,2550,5813,2248,3983,2091,17357,708,1761,7546,1480,17962,3609,58483,2104,14167,2060,20788,35,480,4002,70955,3656,14922,222,285,3628,4880,3987,21354,3280,24752,2951,9046,11439,458616,5122,6204,2890,3751,488,223,1027,769,2777,5587,2439,4965,1830,2253,105,360,10146,72630,10951,62324,2191,7576,12484,75324
18,IN,135,Randolph County,11933,5447,7959,24821,7521,450158,9607,325132,3893,6834,1717,4880,1555,4091,1617,11755,641,1127,10258,1110,10522,2922,33268,1598,11479,1458,14306,51,678,1785,30929,1628,6784,123,118,1566,1813,1783,9147,1283,7543,1235,5153,8279,271141,3670,4198,2061,2516,224,103,680,460,2468,5373,2168,4812,1829,2531,70,270,7205,36709,7906,40864,1618,6940,9507,25361
18,IN,137,Ripley County,12576,5912,8558,26419,8586,552150,10425,426329,4969,8205,2488,9023,2306,6604,1773,14362,769,1701,10019,1225,13290,2732,38283,1791,13814,1515,14519,38,655,3067,59532,2834,12869,156,157,2809,3688,3053,17658,2536,19578,2255,6922,9158,348207,4418,5956,2526,3457,394,182,837,765,2183,4528,1918,4009,1648,2185,117,1037,8027,50415,8705,53802,1512,5263,10375,28944
18,IN,139,Rush County,7821,3657,5120,16039,4929,330227,6362,228158,2859,4061,1300,2931,1171,2226,1094,10540,609,943,14691,736,7359,1771,23372,1046,8024,1002,10274,0,0,1615,28403,1468,6260,114,108,1440,1553,1613,8433,1243,8412,1150,4144,5724,207724,2559,3007,1455,1903,164,75,447,319,1422,2850,1215,2489,961,1205,54,188,5036,28362,5518,31679,1213,7502,6174,16289
18,IN,141,St. Joseph County,121396,45073,54662,243542,77897,5678547,100445,4175765,44792,92159,21658,102615,19238,74981,15305,155680,668,14873,92834,12975,168129,23025,326925,15795,126874,13187,146813,702,14980,31778,646886,28833,152652,1721,1836,28916,62695,31678,227034,25958,186985,25511,112945,87684,3694869,40759,50439,20165,25589,4296,2018,7641,5340,24679,55366,22143,49279,18279,24186,1915,11623,76328,611379,82844,646813,15452,65858,100156,291753
18,IN,143,Scott County,10283,4432,6825,21235,6617,374923,8475,291808,2753,3808,1095,1944,1020,1471,1230,7969,298,857,3626,776,8422,2219,30376,1585,12583,1119,10490,0,0,1794,30512,1660,6217,91,88,1618,2291,1792,9123,1483,10441,1269,4281,7263,218168,3252,3582,1925,2282,255,116,438,365,2445,5162,2178,4612,1628,1991,41,182,6287,28455,6872,30421,1119,2498,8677,23152
18,IN,145,Shelby County,20952,9165,12043,43533,13439,927267,17512,700352,6897,10538,3255,8935,2899,6619,2706,27558,568,2331,7971,2005,23625,4410,65080,2702,20785,2541,27235,58,851,5259,97108,4849,20852,288,317,4852,7817,5244,30546,4424,33234,4026,13645,15477,596641,7047,8587,3957,5074,616,269,1277,996,3703,7407,3224,6617,2859,4150,201,815,13635,88502,14668,95155,2941,11943,16984,46195
18,IN,147,Spencer County,9927,4763,6914,19961,6047,440803,8383,337743,3863,7176,1797,4095,1653,2863,1223,13790,541,1348,6970,924,9994,2219,32119,1090,6712,1218,12253,47,1181,2004,35397,1845,7909,127,183,1841,2216,2001,10831,1616,10667,1414,5212,7486,283342,3541,4625,2000,2766,348,157,658,594,1442,2913,1239,2629,988,1283,76,699,6749,39488,7142,42576,1341,5136,8148,21551
18,IN,149,Starke County,10045,4667,5975,21149,6818,383363,8053,284988,3241,4327,1139,3222,1002,2456,1260,10445,336,792,6550,871,8913,2226,32304,1607,12181,1277,11950,21,270,1873,30936,1663,5848,162,196,1693,2592,1871,9260,1539,10322,1267,3577,7150,229143,3163,3660,1856,2372,157,77,595,385,2189,4728,1936,4134,1482,1820,61,201,6202,30443,6847,33134,1248,4026,8258,22273
18,IN,151,Steuben County,15626,6893,9939,30712,8909,682905,12722,464666,5315,10786,2928,10834,2678,7950,2087,19110,461,2319,16750,1931,27812,3434,50142,2342,17086,2097,22921,59,756,3888,81830,3564,18687,253,309,3599,5928,3883,26131,3194,25768,2883,14417,11223,442226,5013,6307,2461,3093,552,239,975,758,2997,6018,2613,5405,2015,2537,148,819,9844,70332,10675,74664,2042,7741,12766,37962
18,IN,153,Sullivan County,8842,4045,6077,17806,5345,374499,7266,272783,2774,3825,1401,3128,1259,2247,1094,9816,398,1014,10643,852,9869,2140,29931,970,6823,1242,12295,0,0,1443,25576,1317,4893,100,127,1273,1489,1440,6952,1116,6673,1005,4422,6461,238614,2798,3465,1632,2154,256,117,498,468,1750,3519,1516,3179,1065,1283,63,283,5805,32882,6208,35750,1176,5028,7262,19579
18,IN,155,Switzerland County,3786,1667,2765,7768,2426,137966,3069,109122,1244,1628,360,678,318,496,599,3979,387,454,2346,265,3584,840,12477,508,4160,426,3873,0,0,784,13263,710,2566,58,54,691,772,782,3612,659,5146,468,1395,2635,81456,1138,1290,654,823,107,55,176,138,825,1711,717,1512,517,637,0,0,2317,10568,2564,11388,394,926,3153,8462
18,IN,157,Tippecanoe County,71840,26849,33083,142574,44814,3449602,61754,2618159,25530,42855,13265,49091,11882,37143,8535,89702,691,9251,69048,5795,79769,13201,238087,6904,47303,7505,95672,395,8172,20443,379982,17635,84640,1121,1476,17374,29352,20374,124389,15579,121738,15361,68430,53378,2306149,24524,29439,11872,15329,3003,1512,3692,2984,11408,22899,10112,20649,9543,14379,1220,5594,46811,375559,49784,395131,9593,37260,59194,161577
18,IN,159,Tipton County,7630,3583,4949,15114,4519,363549,6406,242391,3165,6280,1363,3300,1208,2005,1023,9097,340,991,11433,868,8547,2129,37339,883,6475,1233,13533,35,377,2042,36434,1896,8849,106,125,1860,2325,2038,11978,1640,10941,1554,6177,5719,238199,2559,3200,1340,1891,182,86,593,452,1118,2217,963,1940,745,950,60,282,5156,35509,5614,38593,1135,6669,6135,15858
18,IN,161,Union County,3193,1521,2211,6548,2040,120691,2590,89591,1161,2088,471,736,400,431,504,4320,212,358,1622,306,2937,726,10015,389,2803,412,4042,0,0,640,10636,590,2339,40,27,572,794,638,3334,523,3495,413,1132,2302,72503,1024,1189,574,765,59,23,183,129,607,1354,526,1178,430,519,22,52,2034,9207,2240,10636,532,1978,2489,6177
18,IN,163,Vanderburgh County,83685,30883,47550,157308,45907,4116293,69715,2848555,31445,55810,16911,95036,15393,70792,9014,113910,372,11329,160976,9309,123540,17775,241915,7973,57499,10175,112339,401,7458,19503,399480,17874,96770,1196,1348,17899,28477,19442,132648,15429,106519,15306,81499,61893,2798207,27417,32418,13108,16539,3902,1866,4682,3803,15837,31999,14014,29251,10295,12588,1109,5983,55176,477533,58565,500603,10761,56033,68985,199044
18,IN,165,Vermillion County,7468,3410,4922,14939,4428,312100,6112,228875,2396,3595,1139,3373,1023,2680,835,7648,230,704,3293,700,7559,2032,29942,1221,9650,1014,10183,0,0,1097,19287,987,3495,77,86,951,1313,1095,5242,839,5263,740,2638,5555,197005,2418,2878,1326,1699,207,93,490,400,1484,3043,1296,2760,926,1122,50,199,4934,27386,5275,29444,904,2751,6219,18086
18,IN,167,Vigo County,46121,17484,29919,88633,27152,2003751,38321,1469481,14313,26156,7650,30005,6829,22370,4915,61957,466,5448,37814,4440,56253,10152,160302,5829,40404,5731,62684,211,5006,9567,188712,8769,43363,556,585,8504,15230,9539,62301,7468,48828,7284,31994,33174,1301873,14741,16817,7136,8887,1774,950,2766,2089,10076,21049,9053,19414,6332,7398,574,2793,29159,206571,31114,218909,5405,20795,38810,107933
18,IN,169,Wabash County,15282,7090,10440,30498,8843,624493,12131,439195,6955,11067,2749,10253,2532,7421,1939,12881,651,2013,10638,2032,21385,3847,48837,2035,14771,2164,21877,33,341,3277,66910,3029,16670,178,166,2719,1482,3268,19175,2352,14778,2444,17265,10828,385564,5051,6078,2555,3323,479,194,1093,936,2698,5363,2350,4778,1841,2398,113,729,9462,54297,10285,58643,2063,6637,12201,32466
18,IN,171,Warren County,3971,1947,2622,8071,2399,189335,3274,133032,1484,2274,625,1069,560,735,580,1261,313,440,4174,345,3699,878,13045,537,3448,546,6347,28,516,933,16557,867,4914,50,50,843,931,932,6124,737,5003,646,2223,3058,124268,1311,1717,761,1028,116,48,245,213,589,1163,488,1043,393,513,44,222,2776,18513,2962,20427,630,3467,3169,8839
18,IN,173,Warrick County,28037,14125,16051,58286,18367,1709528,23618,1273341,12707,18790,6544,23558,5989,17415,3767,58492,351,4547,25054,3189,46902,6595,101111,2545,18378,3793,42449,167,3469,8729,185549,8051,41055,520,785,8211,15789,8705,60753,7337,61036,7019,33142,21881,1200130,10548,14252,5592,7824,1604,788,1969,1781,3816,7625,3330,6790,2616,3222,682,3647,19814,212795,20932,223733,4412,21250,22304,66926
18,IN,175,Washington County,12190,5567,8055,25274,7902,448421,10019,344708,3604,6279,1482,2959,1354,2086,1797,13677,812,1233,6540,1071,10261,2456,33497,2033,15115,1301,12191,0,0,2233,38856,2066,8217,124,140,2028,2572,2227,11477,1853,12529,1589,5365,8676,262724,3959,4467,2297,2802,377,181,593,456,2793,5893,2439,5194,1832,2147,72,241,7476,34144,8292,37408,1551,3790,9977,26899
18,IN,177,Wayne County,30740,12467,16676,61777,18607,1188576,24365,857552,11015,16224,4666,14924,4116,10133,3715,37799,770,3449,14446,3311,37590,7157,94410,4199,35491,3820,39209,108,2363,6313,119112,5634,25140,422,423,5612,9079,6289,36391,4875,32581,4642,18651,20974,728094,9352,10277,4783,5787,907,381,1790,1298,6726,13875,6000,12588,4536,5846,288,1302,18334,109089,19888,117681,3777,12593,25025,66069
18,IN,179,Wells County,12641,6067,7990,25904,7926,568317,10359,411204,4869,11345,2720,10439,2504,8534,1585,9705,574,1864,10343,1584,15871,3104,38573,1567,11029,1686,17804,28,374,3107,58537,2906,14163,166,157,2831,2608,3106,17722,2424,15357,2402,14234,9521,364948,4662,5746,2386,3336,553,249,979,729,1959,3785,1714,3412,1416,1800,91,473,8376,52382,9004,56656,1891,9108,10070,26797
18,IN,181,White County,11958,5329,7653,24424,7522,492853,9765,352514,4295,7207,2083,5624,1854,4151,1514,12223,487,1444,11081,1319,13301,2731,36647,1556,10666,1663,17305,44,969,2585,48109,2364,10190,173,205,2319,4609,2579,15790,2030,14461,1946,6680,8513,308590,3874,4513,2092,2692,389,191,734,549,2122,4486,1857,4037,1637,2342,112,539,7447,44067,8014,47777,1661,7457,9591,25327
18,IN,183,Whitley County,15949,7521,9531,32077,9691,727940,13008,550653,6570,9918,3076,7013,2785,4832,2019,12781,678,2306,10720,1923,21230,3805,50774,2457,18656,1945,19731,33,381,4222,75636,3971,16366,203,232,3966,5654,4217,23494,3584,26165,3143,12417,12124,471814,5687,7860,3027,4270,530,270,1200,1043,2336,4422,1989,3928,1559,1966,127,568,10824,69223,11528,73148,2094,7547,12925,34992
19,IA,0,Iowa,1398670,612580,924923,2793807,846697,72038121,1175730,52109936,637939,1294212,326577,1177479,293333,854325,210726,2027678,81719,232454,2114696,150715,1693154,288106,4532432,157176,956329,189702,2125076,9927,154653,454679,9264042,393236,2180978,52167,47783,411917,1159345,453271,3543065,341619,2451468,366456,1346254,1108788,48105538,529518,679911,253351,346761,81799,38887,113883,93972,214154,424012,184405,375771,154213,200851,25094,141816,984579,7565970,1057339,8120728,253067,950644,1096842,3041732
19,IA,1,Adair County,3509,1691,2853,6851,1896,151413,2788,102852,1741,3566,806,2120,720,1658,670,5586,697,655,9726,438,4319,699,8091,366,2048,557,5621,0,0,751,13773,608,3024,133,84,622,1077,748,4410,445,2704,551,1452,2696,98189,1188,1484,581,799,199,94,246,180,533,1003,428,866,360,481,29,228,2331,13347,2595,15089,716,3209,2609,6657
19,IA,3,Adams County,1871,936,1422,3749,1050,73227,1447,49932,957,2005,348,826,310,608,336,3213,450,360,2912,177,2187,376,5400,180,968,292,2705,21,242,306,6143,242,1521,56,41,224,347,304,1985,165,915,207,865,1374,48342,588,708,276,363,92,46,124,111,348,671,281,585,226,302,0,0,1195,6992,1354,8237,427,2597,1340,3486
19,IA,5,Allamakee County,6740,3167,5134,14110,4119,256071,5358,183049,3523,7659,1464,2887,1217,2005,1306,10925,1054,1279,15698,851,7049,1283,17637,1056,6398,959,9353,39,503,1599,28054,1266,5750,307,238,1385,2501,1594,8868,990,5967,1223,2831,4925,159881,2275,2769,1045,1369,314,149,515,393,1120,2263,904,1923,984,1587,60,305,4181,20700,4781,23631,1304,3949,5098,13189
19,IA,7,Appanoose County,5536,2598,4302,11167,3228,201321,4377,147581,2154,3868,1160,2762,1054,1815,1095,10344,768,836,7178,563,4512,1271,18581,813,4077,736,6486,21,418,1007,17781,813,3349,173,133,857,1558,1005,5299,642,3894,720,2334,3982,120539,1824,2026,930,1181,239,96,377,259,1216,2398,1043,2108,758,922,27,128,3417,15426,3888,17323,859,2202,4398,11207
19,IA,9,Audubon County,2883,1418,2265,5664,1571,120963,2218,75154,1349,3183,854,1545,785,1099,571,6531,568,580,8027,329,2267,535,6663,240,1523,506,5382,49,1123,618,12109,456,2925,152,107,473,746,616,3936,297,1625,466,1462,2205,85260,977,1281,436,592,132,63,220,176,444,906,369,762,307,411,38,196,1948,12312,2171,15109,814,5107,1923,4688
19,IA,11,Benton County,11861,6030,7974,24806,7656,619589,10044,460102,5760,10649,2834,7078,2528,5250,1951,16299,1089,1937,12257,1347,12122,2533,33892,1526,8677,1708,18762,97,1402,4049,74656,3569,17838,423,378,3741,8190,4043,27777,3159,22171,3133,8680,9748,407154,4729,6753,2530,3744,802,388,1044,942,1469,2875,1234,2519,1068,1355,134,637,8836,56614,9417,62067,2361,8228,9107,24873
19,IA,13,Black Hawk County,58750,22870,36846,111915,32190,2903897,49864,2091610,26954,48716,13080,45887,11948,33144,7483,84309,946,8995,66046,6130,68585,13178,234638,7086,37359,7787,86788,348,6013,18126,366319,15928,86393,1882,2079,16723,47557,18074,142078,14016,94230,14459,56973,46450,1905204,22168,26352,9776,12859,3134,1475,4961,3947,9825,19619,8620,17719,6758,8448,948,5497,41096,300491,43623,317864,9324,27144,47820,130320
19,IA,15,Boone County,12100,5729,8159,24042,6935,608582,10064,444781,5178,7703,3001,8224,2726,5752,1916,13711,677,1786,13964,1421,13525,2844,48239,1236,8470,1861,19713,71,942,4112,76881,3496,16788,552,407,3737,9472,4102,28035,3087,21017,3170,9694,9892,399343,4600,5968,2310,3229,694,338,1046,876,1605,2994,1353,2619,1115,1423,147,756,8971,57630,9510,61925,2301,7377,9387,24892
19,IA,17,Bremer County,10668,5573,7526,21829,6383,606622,8754,422027,6109,12295,3424,12117,3117,9397,1733,15384,939,2136,20851,1411,13584,2767,44552,1157,6188,1887,21837,83,1195,3894,76944,3303,18431,518,416,3572,9237,3890,29451,2870,20266,3234,10777,8868,412006,4357,5984,2116,3227,731,336,1003,779,1039,2055,869,1741,764,935,182,921,8056,62432,8583,67180,2312,7723,7944,22229
