County FIPS code,Size of adjusted gross income by county,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
7,"$25,000 under $50,000",2862,1182,1908,6131,1946,101652,2502,80163,1035,1694,475,981,424,611,380,2856,191,291,302,302,2277,590,7000,291,1594,580,3255,0,0,400,5774,283,429,108,102,326,384,399,1007,259,1307,242,741,2781,52295,1320,1191,195,133,765,749,154,71,517,791,677,1136,537,956,0,0,2232,5103,2366,5751,415,561,2429,6471
7,"$50,000 under $75,000",1444,1140,1020,3755,1156,88384,1272,66080,766,1335,412,859,371,616,267,2115,154,258,643,200,2156,381,6792,142,753,339,4498,0,0,391,6553,338,820,65,105,350,456,390,1511,284,1748,281,992,1440,56734,785,1248,137,112,476,788,132,70,54,72,0,0,0,0,0,0,1368,6282,1396,7025,372,1044,1066,2972
7,"$75,000 under $100,000",763,682,546,2067,619,64909,673,45973,532,1058,318,855,297,649,130,1675,123,211,890,140,1862,223,5515,61,351,196,3427,0,0,296,5037,279,963,0,0,278,440,296,1563,238,1505,234,949,763,46970,438,728,98,96,255,433,81,46,0,0,0,0,0,0,0,0,759,5831,760,6379,223,840,539,1674
7,"$100,000 under $200,000",498,449,368,1341,395,63933,422,38239,398,1431,264,1229,250,1012,129,4076,89,211,1883,105,2070,171,5143,0,0,136,2635,46,823,339,7299,319,1874,23,66,322,644,339,2779,255,1790,301,1489,497,49855,296,494,86,137,108,166,42,21,0,0,0,0,0,0,0,0,497,8101,497,9180,235,2079,263,1208
7,"$200,000 or more",106,90,96,283,87,35609,80,15544,97,989,73,617,71,507,36,3629,30,63,2630,26,986,27,1080,0,0,33,694,0,0,95,4049,88,1579,0,0,87,303,95,1954,55,712,89,1195,106,30413,52,89,0,0,0,0,0,0,0,0,0,0,0,0,70,312,106,7749,106,8289,64,1670,42,644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Barry County,13762,6776,10327,29764,9357,493931,10981,357776,4638,9963,2406,7925,2163,5945,2398,14128,1488,2070,13387,1284,14358,2825,45124,1573,7394,1680,15237,0,0,2401,51748,1907,8472,447,377,2046,2701,2390,12396,1764,12932,1721,8904,9225,282511,4232,4217,509,375,2383,2727,434,187,2708,3624,3805,8734,3364,7692,92,662,7626,40349,8904,43937,2003,6233,10961,31262
9,Under $1,340,188,296,596,74,-14219,83,1706,178,363,73,144,62,100,131,-635,116,117,266,37,316,75,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,44,26,35,0,0,0,0,63,73,33,38,144,263
9,"$1 under $25,000",6727,1864,4852,11979,3699,85277,5036,63528,1583,2335,699,1025,615,533,1142,5670,482,605,544,448,2611,1039,7678,693,3463,226,367,0,0,353,5290,111,119,216,108,241,252,345,554,179,1098,223,603,2697,15417,861,265,59,20,315,113,54,15,1724,2101,2696,6687,2446,5964,22,48,2082,1366,3025,2570,645,321,5481,13136
9,"$25,000 under $50,000",3655,2076,2816,8897,3013,129826,3189,103311,1194,1643,583,906,515,520,561,3503,403,501,1390,354,3026,795,11794,541,2354,735,3658,0,0,574,8520,429,704,133,126,467,478,571,1433,405,2505,373,1173,3494,59936,1789,1502,180,106,1096,1008,154,68,895,1405,1067,2003,892,1693,0,0,2610,5467,2855,6380,485,646,3143,9545
