County FIPS code,Size of adjusted gross income by county,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
7,"$75,000 under $100,000",249,232,173,715,231,21245,222,16463,164,270,40,101,36,67,49,111,51,27,269,32,762,69,2356,36,194,51,911,0,0,80,1661,0,0,68,149,70,83,80,252,71,627,62,278,249,15021,127,251,50,36,89,164,22,11,0,0,0,0,0,0,0,0,247,1837,247,1930,58,142,191,830
7,"$100,000 under $200,000",152,158,116,434,156,18713,151,16019,124,451,45,249,39,172,48,1578,41,36,2282,30,3846,70,2287,0,0,53,1101,0,0,99,3778,0,0,86,251,87,165,99,516,76,892,85,1670,152,14469,80,127,0,0,48,65,0,0,0,0,0,0,0,0,0,0,151,2368,151,2536,55,611,119,1095
7,"$200,000 or more",22,0,0,56,0,10619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2240,21,2395,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Blount County,55169,25897,29256,113290,32564,2585282,44732,1890302,20538,40121,8940,29964,7929,19921,8768,104317,1016,6467,50884,5461,80323,13092,265336,5039,32195,8063,88280,255,5428,14098,284870,724,4293,11981,24154,12836,24675,13853,54560,11487,108870,11119,59694,41106,1669314,18082,20989,3320,2922,9387,11542,2309,1116,7663,9712,10841,22810,9376,19579,433,1488,36465,261799,40045,282537,8150,25143,45122,127503
9,Under $1,746,309,516,1228,229,-35441,187,5266,333,1085,205,1420,180,870,342,-2834,50,274,420,66,1654,104,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,61,91,129,65,97,0,0,0,0,136,363,66,141,320,1466
9,"$1 under $25,000",22840,4595,11566,35768,9737,286930,17180,202045,4968,6375,1939,2950,1670,1602,3344,21551,224,1345,-519,1479,8153,3835,34927,2386,15061,1059,1643,0,0,1543,23469,44,80,1252,1836,1200,1740,1459,3738,942,6731,942,2206,10092,58151,2807,896,221,91,841,282,159,50,4842,5654,7897,17843,7015,15513,0,0,8279,5303,10963,9091,1885,993,19521,39333
9,"$25,000 under $50,000",13605,6207,7079,29086,8345,489980,11608,375393,4563,6646,1726,3003,1507,1816,1853,13186,187,1163,485,1361,12673,3359,54853,1391,8998,2933,17162,0,0,3156,48398,101,175,2572,3810,2716,3562,3049,7708,2443,17693,2202,7166,13087,244897,5945,5154,839,645,3233,2977,544,258,2430,3607,2853,4838,2296,3969,0,0,10639,24573,11263,27590,1728,2258,11808,32330
9,"$50,000 under $75,000",8139,5958,4467,20075,5860,502628,7072,380197,3953,6359,1621,3660,1421,2193,1278,12281,204,1130,1321,1045,13291,2498,56314,735,4611,1889,26232,39,232,3176,54842,127,430,2731,4709,2935,4375,3145,9637,2711,22791,2476,8960,8101,322381,4124,6229,871,753,2664,4155,645,310,313,345,0,0,0,0,26,53,7773,37984,7890,40921,1666,3288,6459,19292
9,"$75,000 under $100,000",4762,4184,2563,12932,3943,409735,4204,309288,2877,5068,1231,3291,1104,2193,840,10245,139,840,1787,716,13661,1590,44843,310,1996,1092,20341,22,226,2546,50491,117,402,2244,4689,2426,4273,2531,9638,2236,21637,2156,9955,4751,287889,2587,4444,626,583,1687,2790,516,261,36,45,0,0,0,0,0,0,4709,36685,4725,39151,1012,2797,3743,13188
