CBSACODE,CBSATITLE,CBSASTATUS,agi_stub,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Metropolitan Statistical Area,4,53285.0,20248.0,32930.0,104413.0,30007.0,3284299.0,44881.0,2443232.0,33978.0,49999.0,17003.0,70677.0,15278.0,46720.0,9205.0,153067.0,33.0,11992.0,10200.0,7400.0,97949.0,11534.0,243085.0,6558.0,69760.0,10654.0,159432.0,541.0,5811.0,31340.0,671929.0,27966.0,78124.0,2593.0,2555.0,27623.0,171426.0,31268.0,263677.0,22629.0,230952.0,25991.0,50541.0,52323.0,2073821.0,22072.0,28977.0,11959.0,17032.0,2359.0,1211.0,3845.0,2968.0,0.0,0.0,0.0,0.0,2537.0,3241.0,212.0,595.0,49416.0,277154.0,50852.0,305948.0,10867.0,26889.0,42110.0,142638.0
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Metropolitan Statistical Area,5,36570.0,21229.0,23560.0,83694.0,25651.0,3170615.0,31297.0,2324301.0,27868.0,46222.0,15407.0,74038.0,14012.0,49886.0,7680.0,146742.0,30.0,11018.0,17607.0,6060.0,108264.0,9075.0,234761.0,4763.0,52808.0,7903.0,152267.0,637.0,7801.0,28159.0,699547.0,26685.0,108517.0,981.0,1296.0,25719.0,175293.0,28125.0,297442.0,21630.0,246392.0,24774.0,55236.0,36214.0,2098678.0,18108.0,27151.0,9924.0,15563.0,2198.0,1162.0,3815.0,3006.0,0.0,0.0,0.0,0.0,590.0,766.0,560.0,899.0,35393.0,300031.0,35834.0,329188.0,8184.0,27421.0,28241.0,120616.0
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Metropolitan Statistical Area,6,64399.0,50031.0,41568.0,177087.0,62445.0,8954539.0,57226.0,6741800.0,55218.0,120391.0,34675.0,216203.0,31929.0,154235.0,15823.0,461845.0,61.0,26967.0,93871.0,10451.0,307005.0,15148.0,493212.0,7048.0,77577.0,11712.0,256522.0,2426.0,40770.0,59497.0,1965432.0,57746.0,420949.0,988.0,2060.0,55087.0,456744.0,59476.0,907562.0,47836.0,702643.0,54383.0,159165.0,64088.0,6309530.0,34985.0,45121.0,12800.0,16140.0,6305.0,3466.0,8679.0,7800.0,0.0,0.0,0.0,0.0,197.0,271.0,7962.0,18240.0,63659.0,1106631.0,63932.0,1190204.0,18285.0,102142.0,45922.0,275986.0
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Metropolitan Statistical Area,7,48752.0,42542.0,36837.0,159406.0,68056.0,44364303.0,43016.0,23273795.0,45991.0,1520608.0,38471.0,2403651.0,36631.0,1890670.0,12436.0,1242337.0,105.0,35750.0,7837218.0,6458.0,563507.0,8038.0,372518.0,2550.0,27605.0,5639.0,139543.0,5583.0,207591.0,48404.0,6775342.0,47425.0,3075376.0,510.0,5890.0,45257.0,756645.0,48376.0,3885709.0,38585.0,1011621.0,46001.0,1279531.0,48609.0,37063461.0,27338.0,340137.0,0.0,0.0,4133.0,2345.0,5765.0,9315.0,0.0,0.0,0.0,0.0,0.0,0.0,38806.0,445352.0,48625.0,10259455.0,48666.0,10511927.0,21625.0,582625.0,26897.0,1202264.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,0,13901.0,5683.0,10051.0,30733.0,10838.0,584744.0,11633.0,454377.0,3544.0,6829.0,1581.0,4720.0,1390.0,3333.0,2537.0,23895.0,1035.0,1409.0,10117.0,892.0,11790.0,2465.0,46126.0,1131.0,6120.0,1537.0,15857.0,28.0,403.0,3571.0,79009.0,2589.0,10779.0,879.0,1218.0,2796.0,3813.0,3559.0,17400.0,2403.0,15978.0,2909.0,17158.0,9702.0,351035.0,4631.0,6931.0,2857.0,3403.0,574.0,296.0,623.0,488.0,4459.0,11026.0,3995.0,9758.0,2944.0,3495.0,184.0,774.0,8117.0,50598.0,9317.0,55190.0,2202.0,7493.0,11258.0,38046.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,1,227.0,93.0,185.0,348.0,61.0,-13439.0,49.0,1128.0,96.0,268.0,66.0,85.0,58.0,39.0,78.0,-637.0,50.0,91.0,323.0,0.0,0.0,31.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,67.0,0.0,0.0,92.0,253.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,2,6262.0,1056.0,4287.0,11416.0,4053.0,80361.0,5010.0,61944.0,883.0,1552.0,313.0,545.0,269.0,284.0,1116.0,6907.0,157.0,273.0,204.0,255.0,1665.0,706.0,6665.0,523.0,2744.0,209.0,309.0,0.0,0.0,388.0,5496.0,103.0,110.0,243.0,201.0,232.0,252.0,379.0,689.0,170.0,962.0,284.0,893.0,2432.0,13076.0,796.0,270.0,357.0,121.0,55.0,19.0,40.0,13.0,3329.0,9121.0,3107.0,8185.0,2038.0,2330.0,0.0,0.0,1797.0,1117.0,2710.0,2382.0,556.0,318.0,5431.0,15779.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,3,3383.0,1363.0,2397.0,7765.0,2792.0,120382.0,2945.0,96836.0,760.0,1350.0,320.0,587.0,276.0,429.0,525.0,3172.0,200.0,258.0,480.0,226.0,2138.0,669.0,11304.0,285.0,1576.0,597.0,3442.0,0.0,0.0,776.0,12874.0,451.0,636.0,299.0,373.0,506.0,493.0,774.0,1729.0,438.0,2483.0,588.0,2397.0,3258.0,56484.0,1663.0,1571.0,1095.0,1031.0,174.0,96.0,168.0,107.0,1105.0,1860.0,866.0,1540.0,778.0,1010.0,0.0,0.0,2463.0,5155.0,2666.0,6027.0,496.0,706.0,2867.0,8607.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,4,1803.0,1222.0,1368.0,4660.0,1587.0,110518.0,1605.0,87018.0,606.0,990.0,277.0,879.0,238.0,615.0,331.0,2459.0,194.0,235.0,627.0,176.0,2247.0,455.0,10142.0,185.0,1050.0,336.0,4590.0,28.0,403.0,789.0,17929.0,595.0,1379.0,179.0,265.0,625.0,651.0,789.0,2624.0,537.0,3140.0,623.0,2995.0,1787.0,67867.0,943.0,1499.0,675.0,1064.0,142.0,75.0,157.0,126.0,0.0,0.0,0.0,0.0,128.0,155.0,35.0,127.0,1671.0,7763.0,1711.0,8365.0,415.0,920.0,1383.0,4370.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,5,1075.0,895.0,843.0,3057.0,1073.0,92821.0,978.0,74636.0,512.0,735.0,242.0,738.0,222.0,471.0,211.0,1434.0,183.0,209.0,869.0,112.0,2182.0,292.0,7755.0,91.0,470.0,185.0,3290.0,0.0,0.0,676.0,14249.0,574.0,1939.0,93.0,173.0,584.0,704.0,676.0,3105.0,510.0,3330.0,567.0,3397.0,1074.0,63068.0,613.0,1157.0,448.0,760.0,110.0,57.0,110.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,7863.0,1062.0,8271.0,258.0,724.0,815.0,3173.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,6,964.0,882.0,797.0,2884.0,1028.0,125395.0,892.0,96902.0,538.0,1078.0,267.0,1029.0,237.0,764.0,211.0,4097.0,198.0,245.0,2659.0,96.0,2802.0,265.0,7903.0,47.0,280.0,177.0,3428.0,0.0,0.0,760.0,18718.0,696.0,3710.0,65.0,206.0,692.0,1090.0,760.0,5431.0,614.0,4332.0,676.0,4660.0,964.0,93808.0,529.0,1390.0,282.0,427.0,93.0,49.0,124.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,74.0,949.0,14894.0,951.0,15552.0,377.0,1877.0,585.0,3443.0
15020,"Brookhaven, MS Micro Area",Micropolitan Statistical Area,7,187.0,172.0,174.0,603.0,244.0,68706.0,154.0,35913.0,149.0,856.0,96.0,857.0,90.0,731.0,65.0,6463.0,53.0,98.0,4955.0,27.0,756.0,47.0,1925.0,0.0,0.0,33.0,798.0,0.0,0.0,182.0,9743.0,170.0,3005.0,0.0,0.0,157.0,623.0,181.0,3822.0,134.0,1731.0,171.0,2816.0,187.0,56732.0,87.0,1044.0,0.0,0.0,0.0,0.0,24.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,573.0,182.0,13806.0,183.0,14526.0,100.0,2948.0,85.0,2421.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,0,10389.0,4747.0,5941.0,19257.0,4358.0,399214.0,6703.0,217420.0,4986.0,13276.0,2281.0,8949.0,1996.0,5209.0,1949.0,17302.0,181.0,2083.0,12072.0,1550.0,22025.0,3077.0,71130.0,1529.0,10734.0,2170.0,22125.0,36.0,566.0,3385.0,74337.0,2773.0,14047.0,78.0,111.0,2984.0,7076.0,3294.0,21616.0,2380.0,25070.0,2549.0,6889.0,7038.0,236667.0,2509.0,2442.0,1103.0,1333.0,210.0,89.0,396.0,360.0,1836.0,3277.0,1505.0,2789.0,1048.0,1259.0,116.0,816.0,6304.0,35004.0,7088.0,38543.0,2158.0,6691.0,7225.0,17112.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,1,376.0,161.0,298.0,583.0,50.0,-13960.0,82.0,1848.0,233.0,818.0,113.0,342.0,97.0,224.0,156.0,-835.0,30.0,173.0,471.0,44.0,672.0,61.0,632.0,21.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,67.0,27.0,22.0,133.0,336.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,2,4727.0,1238.0,2336.0,7141.0,1482.0,57769.0,2874.0,31351.0,1695.0,2638.0,726.0,1685.0,629.0,845.0,845.0,5011.0,54.0,633.0,-193.0,535.0,3239.0,1068.0,9989.0,766.0,4713.0,297.0,501.0,0.0,0.0,706.0,11457.0,383.0,373.0,43.0,46.0,572.0,1090.0,641.0,1527.0,398.0,3320.0,462.0,680.0,1896.0,10201.0,407.0,114.0,123.0,42.0,32.0,11.0,27.0,10.0,1411.0,2558.0,1168.0,2191.0,669.0,722.0,0.0,0.0,1601.0,951.0,2189.0,1820.0,582.0,345.0,3415.0,5714.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,3,2459.0,1168.0,1389.0,4889.0,1208.0,88335.0,1728.0,52222.0,1192.0,2529.0,518.0,1632.0,454.0,879.0,410.0,3217.0,55.0,424.0,342.0,383.0,3914.0,804.0,16392.0,408.0,3226.0,787.0,4532.0,0.0,0.0,795.0,13788.0,639.0,1337.0,0.0,0.0,682.0,1341.0,777.0,2737.0,546.0,4561.0,578.0,1232.0,2331.0,42748.0,911.0,687.0,458.0,430.0,72.0,31.0,100.0,70.0,379.0,683.0,304.0,573.0,326.0,449.0,0.0,0.0,1973.0,4426.0,2089.0,5167.0,564.0,756.0,1850.0,4283.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,4,1404.0,974.0,883.0,3126.0,738.0,85865.0,983.0,48066.0,845.0,2268.0,391.0,1476.0,339.0,773.0,265.0,3221.0,0.0,339.0,959.0,261.0,3545.0,546.0,16929.0,197.0,1411.0,514.0,6697.0,0.0,0.0,761.0,15164.0,694.0,2354.0,35.0,65.0,694.0,1474.0,758.0,3919.0,569.0,5708.0,572.0,1408.0,1393.0,52648.0,552.0,712.0,287.0,450.0,41.0,16.0,114.0,106.0,0.0,0.0,0.0,0.0,53.0,88.0,0.0,0.0,1333.0,6394.0,1354.0,7084.0,433.0,1048.0,963.0,2522.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,5,731.0,601.0,492.0,1786.0,449.0,63057.0,517.0,33072.0,483.0,1722.0,239.0,918.0,209.0,519.0,144.0,2326.0,42.0,219.0,708.0,163.0,3286.0,322.0,12870.0,80.0,713.0,289.0,5198.0,36.0,566.0,512.0,11862.0,475.0,2489.0,0.0,0.0,465.0,1094.0,507.0,3679.0,393.0,4373.0,420.0,1257.0,728.0,42176.0,328.0,481.0,142.0,260.0,30.0,13.0,83.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,5520.0,719.0,6051.0,252.0,873.0,477.0,1627.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,6,565.0,496.0,430.0,1429.0,364.0,72980.0,423.0,36867.0,422.0,1703.0,213.0,1447.0,193.0,891.0,96.0,1807.0,0.0,204.0,2739.0,138.0,5215.0,245.0,12386.0,57.0,497.0,236.0,4347.0,0.0,0.0,493.0,14755.0,468.0,3973.0,0.0,0.0,462.0,1448.0,493.0,5552.0,391.0,5279.0,410.0,1569.0,563.0,52213.0,255.0,373.0,93.0,151.0,35.0,18.0,72.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.0,559.0,8473.0,559.0,8841.0,227.0,1474.0,334.0,1644.0
15060,"Brookings, OR Micro Area",Micropolitan Statistical Area,7,127.0,109.0,113.0,303.0,67.0,45168.0,96.0,13994.0,116.0,1598.0,81.0,1449.0,75.0,1078.0,33.0,2555.0,0.0,91.0,7046.0,26.0,2154.0,31.0,1932.0,0.0,0.0,47.0,850.0,0.0,0.0,118.0,7311.0,114.0,3521.0,0.0,0.0,109.0,629.0,118.0,4202.0,83.0,1829.0,107.0,743.0,127.0,36681.0,56.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,769.0,127.0,9240.0,127.0,9513.0,73.0,2173.0,53.0,986.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,0,13168.0,5430.0,7604.0,25121.0,6953.0,673073.0,11519.0,468224.0,5720.0,15096.0,3245.0,12322.0,2945.0,10246.0,1955.0,14056.0,888.0,2286.0,27952.0,1067.0,11677.0,2257.0,46811.0,553.0,2737.0,1511.0,18974.0,42.0,539.0,2774.0,65902.0,130.0,797.0,2356.0,3364.0,2431.0,7846.0,2733.0,12439.0,2096.0,16926.0,2111.0,23962.0,10633.0,468156.0,5165.0,7051.0,2253.0,3313.0,932.0,489.0,916.0,778.0,1557.0,2669.0,1338.0,2348.0,1250.0,1913.0,140.0,595.0,9332.0,72949.0,9942.0,77718.0,2632.0,12874.0,10154.0,27430.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,1,207.0,60.0,130.0,318.0,66.0,-20028.0,74.0,1636.0,69.0,605.0,46.0,73.0,38.0,39.0,40.0,-155.0,54.0,59.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,118.0,20.0,88.0,109.0,311.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,2,4996.0,504.0,2274.0,5662.0,1059.0,60126.0,4335.0,51208.0,1252.0,1495.0,557.0,770.0,498.0,501.0,422.0,1842.0,148.0,389.0,177.0,240.0,1110.0,514.0,3924.0,203.0,996.0,143.0,254.0,0.0,0.0,269.0,3552.0,0.0,0.0,176.0,123.0,137.0,302.0,249.0,677.0,98.0,535.0,134.0,288.0,2767.0,17945.0,918.0,375.0,104.0,37.0,62.0,22.0,29.0,10.0,1082.0,1958.0,986.0,1811.0,599.0,717.0,0.0,0.0,2163.0,1565.0,2500.0,2025.0,581.0,285.0,4141.0,6466.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,3,3292.0,1013.0,1865.0,6217.0,1462.0,119398.0,2964.0,100608.0,1243.0,2524.0,623.0,808.0,553.0,537.0,430.0,2628.0,188.0,376.0,474.0,250.0,1596.0,490.0,6581.0,179.0,940.0,445.0,2687.0,0.0,0.0,565.0,7322.0,30.0,46.0,453.0,486.0,471.0,974.0,550.0,1567.0,409.0,2497.0,338.0,939.0,3204.0,68100.0,1447.0,1307.0,607.0,556.0,199.0,99.0,188.0,103.0,453.0,694.0,352.0,537.0,516.0,1021.0,0.0,0.0,2667.0,7276.0,2841.0,8100.0,461.0,708.0,2815.0,7203.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,4,2023.0,1461.0,1399.0,5173.0,1672.0,125123.0,1795.0,98310.0,1142.0,1819.0,656.0,1173.0,595.0,861.0,430.0,3203.0,199.0,429.0,518.0,213.0,2061.0,483.0,9426.0,105.0,468.0,351.0,4725.0,0.0,0.0,577.0,9978.0,20.0,90.0,505.0,576.0,515.0,1339.0,572.0,2029.0,457.0,3432.0,417.0,1356.0,2012.0,81546.0,1167.0,1993.0,695.0,1185.0,289.0,163.0,285.0,219.0,0.0,0.0,0.0,0.0,135.0,175.0,21.0,27.0,1874.0,9197.0,1928.0,10191.0,525.0,1326.0,1488.0,4182.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,5,1280.0,1141.0,895.0,3732.0,1311.0,110281.0,1162.0,84226.0,884.0,1689.0,539.0,839.0,492.0,605.0,273.0,2370.0,145.0,357.0,1301.0,153.0,1901.0,341.0,9131.0,43.0,205.0,251.0,4347.0,0.0,0.0,515.0,8951.0,21.0,59.0,463.0,683.0,492.0,1540.0,515.0,2314.0,450.0,3736.0,428.0,1536.0,1280.0,79060.0,801.0,1639.0,533.0,1006.0,221.0,115.0,187.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,9551.0,1270.0,10350.0,411.0,1377.0,867.0,2747.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,6,1115.0,1016.0,813.0,3283.0,1137.0,143991.0,985.0,97613.0,892.0,2883.0,642.0,2334.0,597.0,1825.0,285.0,3206.0,119.0,486.0,4589.0,162.0,3116.0,353.0,13458.0,23.0,128.0,249.0,5250.0,42.0,539.0,659.0,14154.0,38.0,166.0,594.0,1087.0,636.0,2544.0,658.0,3850.0,556.0,5354.0,614.0,3540.0,1115.0,112687.0,688.0,1263.0,314.0,529.0,161.0,90.0,191.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,18177.0,1109.0,19116.0,485.0,2843.0,628.0,2976.0
15100,"Brookings, SD Micro Area",Micropolitan Statistical Area,7,255.0,235.0,228.0,736.0,246.0,134182.0,204.0,34623.0,238.0,4081.0,182.0,6325.0,172.0,5878.0,75.0,962.0,35.0,190.0,20553.0,49.0,1893.0,76.0,4291.0,0.0,0.0,72.0,1711.0,0.0,0.0,189.0,21945.0,21.0,436.0,165.0,409.0,180.0,1147.0,189.0,2002.0,126.0,1372.0,180.0,16303.0,255.0,108818.0,144.0,474.0,0.0,0.0,0.0,0.0,36.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,568.0,255.0,27183.0,255.0,27818.0,149.0,6247.0,106.0,3545.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,0,152610.0,52114.0,102045.0,366310.0,149985.0,5375518.0,129544.0,3961824.0,23091.0,60385.0,7873.0,48160.0,6763.0,32392.0,30679.0,303986.0,1256.0,6997.0,336112.0,5409.0,78352.0,16010.0,287634.0,14199.0,96507.0,7777.0,78238.0,275.0,5196.0,18846.0,381368.0,943.0,3886.0,14109.0,23023.0,15004.0,56389.0,17847.0,87751.0,13178.0,101227.0,13258.0,53661.0,90375.0,3030119.0,48487.0,58537.0,31600.0,32452.0,5417.0,3063.0,3846.0,2831.0,69712.0,203643.0,64601.0,177670.0,55654.0,72485.0,1212.0,3875.0,67093.0,454582.0,89449.0,508177.0,15167.0,58787.0,134023.0,497260.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,1,1624.0,509.0,1137.0,2560.0,500.0,-64362.0,288.0,8555.0,454.0,3056.0,231.0,1160.0,200.0,798.0,629.0,-10255.0,67.0,354.0,887.0,84.0,1076.0,114.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,173.0,94.0,119.0,65.0,91.0,0.0,0.0,0.0,0.0,208.0,518.0,109.0,175.0,556.0,2255.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,2,89578.0,18255.0,61014.0,194264.0,80407.0,1182811.0,73507.0,915828.0,6280.0,8390.0,1754.0,3890.0,1438.0,1943.0,20709.0,165252.0,222.0,1496.0,147.0,1492.0,7956.0,5404.0,41627.0,8459.0,51233.0,949.0,1616.0,34.0,161.0,1834.0,26099.0,67.0,88.0,1170.0,1222.0,1138.0,3168.0,1568.0,5477.0,869.0,5886.0,926.0,1745.0,30865.0,158116.0,13102.0,4523.0,7110.0,2340.0,838.0,302.0,293.0,106.0,54908.0,173722.0,51655.0,151579.0,42246.0,53088.0,0.0,0.0,20241.0,12201.0,39726.0,38229.0,5530.0,2909.0,81768.0,280665.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,3,34510.0,14397.0,22627.0,92014.0,38735.0,1212753.0,31623.0,1041658.0,5241.0,10661.0,1457.0,4018.0,1231.0,2356.0,4228.0,32778.0,230.0,1271.0,1840.0,1344.0,11984.0,4396.0,67134.0,4066.0,32266.0,2916.0,14741.0,0.0,0.0,4996.0,81189.0,209.0,303.0,3360.0,4069.0,3386.0,9069.0,4504.0,14386.0,2967.0,18230.0,3071.0,7226.0,32680.0,535753.0,20136.0,19533.0,14348.0,13212.0,2076.0,1250.0,1203.0,777.0,14670.0,29748.0,12852.0,25972.0,12227.0,17851.0,0.0,0.0,21278.0,44801.0,23633.0,52205.0,3221.0,4799.0,31180.0,116471.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,4,12796.0,7375.0,8053.0,34571.0,13562.0,778220.0,11506.0,645893.0,3909.0,6993.0,1260.0,4644.0,1065.0,2965.0,1965.0,16192.0,217.0,1063.0,3550.0,958.0,12203.0,2577.0,59960.0,1057.0,8115.0,1674.0,21249.0,39.0,341.0,4257.0,79590.0,219.0,532.0,3124.0,4250.0,3362.0,10115.0,4079.0,15821.0,3028.0,19736.0,2997.0,8473.0,12746.0,489239.0,7126.0,12944.0,5228.0,8612.0,975.0,597.0,932.0,717.0,0.0,0.0,0.0,0.0,973.0,1249.0,110.0,134.0,11707.0,55530.0,11954.0,59660.0,2144.0,5250.0,10630.0,38210.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,5,6473.0,4976.0,3976.0,19450.0,7742.0,557883.0,5881.0,456380.0,2548.0,4339.0,889.0,3703.0,770.0,2502.0,1130.0,12712.0,177.0,764.0,3793.0,624.0,11905.0,1566.0,44262.0,367.0,2722.0,950.0,15312.0,0.0,0.0,2945.0,61428.0,151.0,518.0,2342.0,3975.0,2601.0,9019.0,2903.0,14152.0,2399.0,17907.0,2253.0,7798.0,6462.0,388295.0,3965.0,8600.0,2934.0,5293.0,700.0,414.0,625.0,504.0,0.0,0.0,0.0,0.0,111.0,156.0,130.0,190.0,6328.0,48866.0,6364.0,51815.0,1338.0,4817.0,5121.0,21842.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,6,6181.0,5385.0,3970.0,19265.0,7540.0,801729.0,5567.0,617788.0,3449.0,10101.0,1463.0,8486.0,1301.0,5830.0,1456.0,33748.0,237.0,1264.0,10290.0,703.0,19744.0,1636.0,58794.0,225.0,1941.0,986.0,18395.0,91.0,1371.0,3669.0,85925.0,223.0,1202.0,3079.0,6496.0,3421.0,15311.0,3649.0,23819.0,3108.0,27934.0,3032.0,13333.0,6174.0,617722.0,3568.0,8519.0,1980.0,2995.0,757.0,455.0,696.0,598.0,0.0,0.0,0.0,0.0,32.0,50.0,302.0,603.0,6099.0,101708.0,6123.0,108434.0,2063.0,12570.0,4095.0,21802.0
15180,"Brownsville-Harlingen, TX Metro Area",Metropolitan Statistical Area,7,1448.0,1217.0,1268.0,4186.0,1499.0,906484.0,1172.0,275722.0,1210.0,16845.0,819.0,22259.0,758.0,15998.0,562.0,53559.0,106.0,785.0,315605.0,204.0,13484.0,317.0,14610.0,25.0,230.0,302.0,6925.0,111.0,3323.0,1145.0,47137.0,74.0,1243.0,1034.0,3011.0,1096.0,9707.0,1144.0,14096.0,807.0,11534.0,979.0,15086.0,1448.0,840994.0,590.0,4418.0,0.0,0.0,71.0,45.0,97.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,2948.0,1440.0,191476.0,1441.0,197316.0,762.0,28267.0,673.0,16015.0
15220,"Brownwood, TX Micro Area",Micropolitan Statistical Area,0,15527.0,7148.0,8854.0,32417.0,10028.0,671345.0,12607.0,459258.0,4520.0,7901.0,2050.0,10405.0,1819.0,8491.0,2720.0,32247.0,1603.0,1802.0,50120.0,1321.0,17745.0,3175.0,65309.0,1199.0,6398.0,2057.0,20473.0,48.0,596.0,2118.0,47365.0,75.0,392.0,1798.0,3052.0,1823.0,6180.0,2075.0,9761.0,1392.0,10375.0,1605.0,13018.0,11037.0,431284.0,4755.0,5652.0,2740.0,3442.0,564.0,280.0,565.0,539.0,4023.0,8963.0,3563.0,8018.0,2675.0,3356.0,109.0,430.0,9542.0,63672.0,10627.0,69436.0,2409.0,9150.0,12544.0,37006.0
15220,"Brownwood, TX Micro Area",Micropolitan Statistical Area,1,316.0,154.0,252.0,513.0,62.0,-10302.0,59.0,1496.0,129.0,507.0,72.0,200.0,67.0,110.0,137.0,-1252.0,110.0,112.0,573.0,25.0,249.0,59.0,627.0,0.0,0.0,0.0,0.0,20.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,82.0,33.0,42.0,114.0,334.0
15220,"Brownwood, TX Micro Area",Micropolitan Statistical Area,2,6875.0,1495.0,3643.0,11329.0,3464.0,84807.0,5363.0,64012.0,1173.0,1524.0,470.0,805.0,399.0,426.0,1038.0,6311.0,326.0,392.0,304.0,374.0,2367.0,973.0,10234.0,397.0,2463.0,252.0,413.0,0.0,0.0,275.0,4358.0,0.0,0.0,224.0,179.0,202.0,446.0,261.0,644.0,116.0,649.0,172.0,491.0,2835.0,15979.0,787.0,240.0,275.0,89.0,64.0,21.0,36.0,13.0,2893.0,6970.0,2663.0,6327.0,1735.0,2020.0,0.0,0.0,2289.0,1457.0,3099.0,2592.0,614.0,377.0,5886.0,13948.0
