CBSACODE,CBSATITLE,CBSASTATUS,agi_stub,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,1,958.0,299.0,697.0,1492.0,302.0,-33557.0,279.0,6880.0,375.0,945.0,246.0,540.0,234.0,383.0,304.0,-3295.0,118.0,336.0,1678.0,69.0,679.0,121.0,1154.0,34.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,166.0,83.0,131.0,51.0,77.0,0.0,0.0,0.0,0.0,147.0,232.0,64.0,95.0,383.0,1494.0
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,2,30282.0,4197.0,16642.0,44380.0,12578.0,375568.0,23227.0,252010.0,8211.0,7816.0,3600.0,4631.0,3149.0,2472.0,2845.0,15124.0,252.0,2273.0,-1282.0,2727.0,13347.0,5381.0,46376.0,5475.0,38716.0,1513.0,2158.0,0.0,0.0,2476.0,34118.0,1122.0,1276.0,1112.0,639.0,2080.0,6368.0,2433.0,8457.0,1467.0,7936.0,1575.0,2419.0,14131.0,84997.0,4171.0,1527.0,1370.0,510.0,229.0,69.0,298.0,115.0,9114.0,20420.0,8245.0,18558.0,5954.0,6739.0,24.0,29.0,11251.0,7538.0,13980.0,10529.0,2909.0,1326.0,24475.0,45735.0
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,3,19041.0,6715.0,11724.0,39119.0,11928.0,690999.0,17060.0,516317.0,7294.0,7992.0,3032.0,5325.0,2739.0,3013.0,1803.0,10081.0,279.0,1913.0,626.0,2253.0,18102.0,4621.0,79718.0,4003.0,28946.0,3590.0,21996.0,34.0,149.0,5744.0,76806.0,5094.0,10412.0,511.0,391.0,5242.0,15673.0,5734.0,27738.0,4649.0,25531.0,3642.0,6058.0,18405.0,361520.0,8209.0,7190.0,4558.0,4374.0,581.0,268.0,1286.0,774.0,3480.0,5758.0,2809.0,4864.0,3242.0,5208.0,0.0,0.0,15189.0,37450.0,15887.0,40437.0,2485.0,2848.0,16480.0,41463.0
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,4,11259.0,7534.0,7113.0,27568.0,8539.0,694197.0,10297.0,526468.0,6115.0,6188.0,2658.0,5021.0,2416.0,3054.0,1500.0,10828.0,237.0,1704.0,1954.0,1562.0,17370.0,3239.0,72238.0,2421.0,17524.0,2236.0,32195.0,33.0,190.0,6219.0,99656.0,5913.0,19572.0,192.0,184.0,5878.0,20104.0,6210.0,40734.0,5363.0,34863.0,4668.0,8909.0,11224.0,441802.0,5876.0,8781.0,3573.0,5755.0,651.0,277.0,1457.0,974.0,0.0,0.0,0.0,0.0,524.0,718.0,0.0,0.0,10665.0,52119.0,10802.0,55334.0,2237.0,4073.0,8990.0,25742.0
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,5,7108.0,6175.0,4528.0,19475.0,6153.0,612503.0,6598.0,466618.0,4580.0,5848.0,2193.0,5503.0,1998.0,3684.0,988.0,7749.0,162.0,1397.0,2219.0,1125.0,18877.0,2228.0,61026.0,1279.0,8714.0,1410.0,26633.0,32.0,223.0,5251.0,97517.0,5098.0,24144.0,92.0,246.0,5086.0,19247.0,5250.0,44360.0,4674.0,32887.0,4283.0,9167.0,7097.0,423082.0,4131.0,7076.0,2559.0,4450.0,605.0,298.0,1079.0,779.0,0.0,0.0,0.0,0.0,46.0,68.0,30.0,38.0,7046.0,52960.0,7063.0,55460.0,1514.0,3488.0,5587.0,18361.0
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,6,5603.0,5176.0,3637.0,16753.0,5942.0,711374.0,5243.0,544497.0,4150.0,7105.0,2200.0,9385.0,2011.0,6637.0,863.0,13718.0,182.0,1556.0,9452.0,897.0,22770.0,1613.0,53644.0,777.0,4912.0,883.0,18627.0,83.0,1025.0,5079.0,120068.0,4971.0,36445.0,76.0,115.0,4943.0,21791.0,5079.0,59486.0,4456.0,35014.0,4529.0,13581.0,5597.0,525453.0,3399.0,5356.0,1714.0,2530.0,611.0,291.0,892.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,391.0,5581.0,84005.0,5589.0,88259.0,1780.0,8116.0,3816.0,16865.0
27500,"Janesville-Beloit, WI Metro Area",Metropolitan Statistical Area,7,875.0,745.0,733.0,2533.0,922.0,464376.0,750.0,188296.0,811.0,28808.0,592.0,36954.0,566.0,33612.0,165.0,6315.0,68.0,554.0,53099.0,162.0,12540.0,195.0,10478.0,28.0,208.0,164.0,3836.0,54.0,1348.0,855.0,69761.0,834.0,33983.0,0.0,0.0,784.0,5878.0,854.0,41269.0,584.0,7299.0,804.0,10144.0,867.0,390320.0,465.0,1559.0,0.0,0.0,49.0,26.0,112.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,4945.0,871.0,103761.0,871.0,105826.0,440.0,14287.0,431.0,18608.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,0,27232.0,12324.0,18983.0,53587.0,16190.0,1443115.0,23112.0,965814.0,11213.0,34397.0,7382.0,31257.0,6927.0,25747.0,3365.0,38344.0,970.0,4311.0,103634.0,3079.0,35972.0,5078.0,63454.0,3050.0,16579.0,3164.0,33665.0,123.0,1655.0,5569.0,111386.0,5163.0,29465.0,322.0,389.0,5094.0,9435.0,5556.0,41027.0,4214.0,29397.0,4096.0,17273.0,20938.0,1002293.0,9862.0,13273.0,5373.0,7435.0,1019.0,457.0,1757.0,1721.0,3598.0,6968.0,3079.0,6253.0,2639.0,3517.0,302.0,1952.0,18681.0,165086.0,19659.0,173481.0,3414.0,13616.0,22343.0,69516.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,1,301.0,89.0,247.0,412.0,62.0,-9642.0,65.0,1235.0,149.0,279.0,126.0,188.0,120.0,117.0,53.0,-585.0,44.0,145.0,171.0,23.0,226.0,29.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,81.0,0.0,0.0,99.0,392.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,2,10768.0,1691.0,6894.0,12548.0,2718.0,119960.0,8208.0,86561.0,3345.0,4707.0,1957.0,2522.0,1812.0,1652.0,885.0,4257.0,193.0,1082.0,-96.0,1087.0,5563.0,1844.0,11644.0,892.0,5813.0,418.0,661.0,22.0,164.0,485.0,7095.0,275.0,297.0,191.0,117.0,361.0,481.0,477.0,947.0,185.0,920.0,321.0,611.0,4941.0,29063.0,1277.0,425.0,396.0,157.0,49.0,18.0,59.0,20.0,2293.0,4768.0,2049.0,4439.0,1361.0,1541.0,0.0,0.0,4051.0,2674.0,4687.0,3651.0,851.0,1905.0,8678.0,13418.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,3,6842.0,2589.0,4840.0,13877.0,3958.0,245237.0,6178.0,199557.0,2343.0,4152.0,1436.0,2301.0,1341.0,1632.0,734.0,5919.0,213.0,752.0,941.0,728.0,6192.0,1244.0,14664.0,1002.0,5161.0,1209.0,6970.0,0.0,0.0,1064.0,13972.0,977.0,1741.0,57.0,78.0,898.0,1071.0,1061.0,3086.0,732.0,3985.0,596.0,1474.0,6684.0,132067.0,3030.0,2677.0,1677.0,1658.0,198.0,78.0,464.0,344.0,1277.0,2166.0,1008.0,1790.0,1110.0,1771.0,0.0,0.0,5515.0,13457.0,5768.0,14798.0,656.0,867.0,6164.0,16501.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,4,4287.0,3363.0,3179.0,11352.0,3682.0,265476.0,3970.0,214996.0,2090.0,3671.0,1410.0,2696.0,1327.0,1980.0,706.0,6912.0,196.0,753.0,1435.0,513.0,6176.0,892.0,13446.0,725.0,3570.0,720.0,10093.0,21.0,226.0,1175.0,17826.0,1125.0,2996.0,48.0,99.0,1080.0,1487.0,1174.0,4885.0,944.0,6034.0,788.0,2031.0,4282.0,172603.0,2399.0,3865.0,1545.0,2544.0,283.0,122.0,493.0,423.0,0.0,0.0,0.0,0.0,168.0,205.0,0.0,0.0,4111.0,19331.0,4164.0,20918.0,689.0,1382.0,3593.0,11056.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,5,2624.0,2382.0,1951.0,7855.0,2841.0,225666.0,2449.0,183004.0,1524.0,3277.0,1058.0,2445.0,989.0,1944.0,484.0,5577.0,172.0,602.0,3004.0,357.0,6258.0,547.0,10233.0,285.0,1323.0,426.0,7709.0,21.0,198.0,1101.0,18866.0,1068.0,3942.0,26.0,95.0,1064.0,1711.0,1100.0,6059.0,970.0,6863.0,841.0,2373.0,2622.0,160939.0,1659.0,3252.0,1108.0,2003.0,269.0,125.0,374.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,19150.0,2597.0,20463.0,448.0,1243.0,2172.0,8501.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,6,1962.0,1819.0,1471.0,6160.0,2369.0,249264.0,1837.0,187646.0,1357.0,3456.0,1044.0,4656.0,992.0,3820.0,387.0,8193.0,126.0,661.0,13977.0,314.0,8611.0,452.0,11385.0,146.0,712.0,311.0,6354.0,29.0,270.0,1315.0,26390.0,1293.0,7270.0,0.0,0.0,1289.0,2640.0,1315.0,10498.0,1136.0,8436.0,1136.0,4231.0,1962.0,192966.0,1255.0,2226.0,647.0,1073.0,220.0,114.0,312.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,99.0,1962.0,30830.0,1961.0,32482.0,606.0,3601.0,1381.0,7651.0
27540,"Jasper, IN Micro Area",Micropolitan Statistical Area,7,448.0,391.0,401.0,1383.0,560.0,347154.0,405.0,92815.0,405.0,14855.0,351.0,16449.0,346.0,14602.0,116.0,8071.0,26.0,316.0,84202.0,57.0,2946.0,70.0,1910.0,0.0,0.0,80.0,1878.0,30.0,797.0,429.0,27237.0,425.0,13219.0,0.0,0.0,402.0,2045.0,429.0,15552.0,247.0,3159.0,414.0,6553.0,447.0,314655.0,242.0,828.0,0.0,0.0,0.0,0.0,55.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,1853.0,447.0,79644.0,447.0,81088.0,164.0,4618.0,256.0,11997.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,0,24923.0,12095.0,13535.0,56801.0,19336.0,1124638.0,20899.0,897452.0,8265.0,15008.0,3428.0,8522.0,2994.0,5669.0,4567.0,26033.0,583.0,2553.0,14832.0,2137.0,31230.0,4576.0,93545.0,2413.0,18021.0,2825.0,30608.0,58.0,704.0,10049.0,209399.0,8655.0,34352.0,1116.0,1031.0,9271.0,25461.0,10010.0,64338.0,8705.0,81295.0,7972.0,29260.0,18185.0,683639.0,8545.0,10474.0,5466.0,6974.0,1506.0,680.0,1046.0,829.0,5651.0,12962.0,4946.0,11071.0,4574.0,6214.0,262.0,1079.0,15635.0,99197.0,17669.0,106566.0,4043.0,12147.0,19982.0,58471.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,1,423.0,208.0,311.0,753.0,152.0,-48135.0,122.0,2784.0,206.0,870.0,102.0,239.0,89.0,119.0,181.0,-1429.0,52.0,155.0,526.0,46.0,1317.0,58.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,85.0,41.0,65.0,32.0,49.0,0.0,0.0,0.0,0.0,79.0,157.0,38.0,52.0,168.0,543.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,2,9777.0,2108.0,5122.0,17259.0,5618.0,124115.0,7416.0,89746.0,1863.0,2487.0,672.0,1056.0,572.0,562.0,1854.0,11666.0,137.0,477.0,79.0,526.0,3259.0,1256.0,11051.0,1029.0,7815.0,378.0,669.0,0.0,0.0,1119.0,16685.0,522.0,565.0,477.0,265.0,866.0,1964.0,1089.0,3003.0,774.0,5859.0,672.0,1529.0,3904.0,21198.0,1125.0,385.0,433.0,151.0,103.0,33.0,42.0,14.0,3945.0,9986.0,3568.0,8588.0,2685.0,3334.0,0.0,0.0,3074.0,1874.0,4524.0,4032.0,996.0,612.0,8154.0,19392.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,3,6196.0,2761.0,3395.0,14689.0,5165.0,223353.0,5511.0,181493.0,1685.0,2340.0,625.0,1181.0,545.0,753.0,1004.0,4518.0,115.0,438.0,116.0,494.0,5107.0,1100.0,17068.0,639.0,4759.0,996.0,5816.0,27.0,271.0,2284.0,35502.0,1886.0,3239.0,326.0,309.0,2026.0,4448.0,2278.0,8564.0,1908.0,14428.0,1657.0,4213.0,5782.0,101754.0,2820.0,2516.0,1814.0,1677.0,310.0,141.0,253.0,169.0,1645.0,2891.0,1337.0,2418.0,1507.0,2418.0,0.0,0.0,4426.0,9763.0,4832.0,11146.0,780.0,1010.0,5376.0,15561.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,4,3667.0,2646.0,2000.0,9892.0,3469.0,225353.0,3347.0,183502.0,1529.0,2296.0,611.0,1049.0,533.0,633.0,649.0,2531.0,102.0,409.0,394.0,419.0,5533.0,833.0,16683.0,413.0,3178.0,628.0,8511.0,0.0,0.0,2387.0,43510.0,2196.0,6145.0,156.0,188.0,2255.0,5415.0,2385.0,12535.0,2140.0,18137.0,1889.0,5314.0,3649.0,132842.0,2006.0,3303.0,1517.0,2420.0,381.0,176.0,266.0,209.0,0.0,0.0,0.0,0.0,313.0,376.0,0.0,0.0,3328.0,14581.0,3415.0,15635.0,730.0,1342.0,2930.0,9165.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,5,2322.0,2034.0,1227.0,6739.0,2347.0,200300.0,2164.0,162004.0,1213.0,1869.0,517.0,1324.0,449.0,929.0,426.0,2744.0,79.0,358.0,835.0,291.0,5475.0,605.0,15459.0,188.0,1206.0,395.0,7322.0,0.0,0.0,1900.0,40415.0,1792.0,7140.0,81.0,133.0,1830.0,4969.0,1900.0,12969.0,1762.0,16603.0,1619.0,5312.0,2317.0,130685.0,1334.0,2468.0,1013.0,1763.0,373.0,174.0,208.0,175.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,2279.0,15919.0,2288.0,16763.0,561.0,1330.0,1761.0,6266.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,6,2228.0,2058.0,1252.0,6581.0,2288.0,286795.0,2048.0,218314.0,1508.0,3088.0,755.0,2245.0,671.0,1526.0,387.0,4812.0,98.0,585.0,3242.0,322.0,8183.0,651.0,27233.0,144.0,1063.0,388.0,7449.0,31.0,433.0,2052.0,56635.0,1966.0,12193.0,76.0,136.0,1998.0,6833.0,2051.0,20106.0,1865.0,21810.0,1854.0,8922.0,2223.0,204205.0,1158.0,1667.0,689.0,963.0,307.0,143.0,242.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,191.0,2218.0,33065.0,2221.0,34480.0,776.0,3459.0,1446.0,5888.0
27600,"Jefferson, GA Micro Area",Micropolitan Statistical Area,7,310.0,280.0,228.0,888.0,297.0,112857.0,291.0,59609.0,261.0,2058.0,146.0,1428.0,135.0,1147.0,66.0,1191.0,0.0,131.0,9640.0,39.0,2356.0,73.0,3997.0,0.0,0.0,40.0,841.0,0.0,0.0,307.0,16652.0,293.0,5070.0,0.0,0.0,296.0,1832.0,307.0,7161.0,256.0,4458.0,281.0,3970.0,310.0,92955.0,102.0,135.0,0.0,0.0,32.0,13.0,35.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,888.0,310.0,23995.0,310.0,24353.0,162.0,4342.0,147.0,1656.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,0,66573.0,28830.0,36107.0,132485.0,40376.0,3176227.0,55534.0,2273718.0,30007.0,49439.0,14132.0,45949.0,12913.0,33635.0,9355.0,84002.0,5088.0,9200.0,41824.0,6527.0,70363.0,15289.0,340761.0,5490.0,27997.0,8980.0,97397.0,318.0,4919.0,17506.0,344067.0,14932.0,70646.0,2145.0,2673.0,15987.0,26598.0,17429.0,106325.0,13464.0,97034.0,13656.0,67195.0,51666.0,2077896.0,24067.0,30912.0,12215.0,16218.0,4332.0,2077.0,4162.0,3546.0,11946.0,24874.0,10503.0,22379.0,8398.0,10619.0,669.0,3141.0,45630.0,321703.0,48795.0,340092.0,10954.0,29446.0,52966.0,149051.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,1,1021.0,343.0,728.0,1532.0,247.0,-32767.0,264.0,4799.0,453.0,709.0,279.0,732.0,248.0,591.0,307.0,-2735.0,285.0,338.0,643.0,94.0,779.0,166.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,79.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,176.0,51.0,29.0,487.0,876.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,2,26177.0,3719.0,12687.0,36421.0,10251.0,320574.0,20581.0,245357.0,7401.0,7993.0,3048.0,4018.0,2725.0,2429.0,2769.0,14382.0,1101.0,1854.0,335.0,1747.0,8520.0,4095.0,36103.0,2122.0,11588.0,1044.0,1637.0,0.0,0.0,1731.0,24464.0,667.0,636.0,889.0,517.0,1290.0,1566.0,1685.0,3161.0,826.0,4742.0,1080.0,2174.0,12754.0,77135.0,3826.0,1331.0,1000.0,349.0,392.0,146.0,192.0,67.0,8449.0,19237.0,7725.0,17720.0,5137.0,5844.0,0.0,0.0,10209.0,6900.0,12338.0,9823.0,2565.0,1184.0,21573.0,43126.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,3,16981.0,6100.0,9042.0,33133.0,9712.0,611438.0,14766.0,486901.0,6970.0,7718.0,2912.0,4804.0,2644.0,3161.0,2208.0,13674.0,1195.0,1855.0,2084.0,1654.0,13440.0,3830.0,65461.0,1501.0,7857.0,3226.0,18643.0,54.0,415.0,3762.0,50601.0,2971.0,4316.0,681.0,1025.0,3245.0,3920.0,3737.0,10283.0,2801.0,16334.0,2425.0,5894.0,16556.0,330813.0,7532.0,6644.0,3816.0,3613.0,1067.0,538.0,1129.0,707.0,3426.0,5558.0,2753.0,4631.0,2706.0,4013.0,0.0,0.0,13705.0,34028.0,14457.0,37511.0,2382.0,2588.0,14509.0,37102.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,4,10158.0,7597.0,5949.0,26371.0,8482.0,628688.0,8954.0,483319.0,5897.0,7606.0,2712.0,4991.0,2480.0,3444.0,1693.0,11258.0,1073.0,1631.0,3152.0,1221.0,11625.0,3070.0,76468.0,1090.0,4930.0,2184.0,29641.0,52.0,548.0,3776.0,60011.0,3393.0,8139.0,353.0,636.0,3498.0,4909.0,3773.0,14719.0,3071.0,20935.0,2854.0,8557.0,10131.0,404414.0,5604.0,9197.0,3653.0,5943.0,1315.0,673.0,1185.0,971.0,0.0,0.0,0.0,0.0,533.0,736.0,0.0,0.0,9576.0,45652.0,9715.0,48866.0,2197.0,3579.0,7934.0,22450.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,5,6275.0,5596.0,3789.0,17865.0,5975.0,540419.0,5598.0,407304.0,4391.0,6138.0,2211.0,5519.0,2024.0,4023.0,1139.0,11254.0,709.0,1362.0,3569.0,842.0,10718.0,2078.0,69601.0,518.0,2302.0,1319.0,23107.0,32.0,314.0,3422.0,60663.0,3243.0,11058.0,111.0,208.0,3279.0,5280.0,3420.0,17972.0,2896.0,21153.0,2872.0,10178.0,6266.0,381948.0,3712.0,7026.0,2447.0,4362.0,938.0,455.0,838.0,842.0,0.0,0.0,0.0,0.0,22.0,26.0,0.0,0.0,6197.0,46898.0,6215.0,49445.0,1499.0,3294.0,4766.0,15806.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,6,5066.0,4672.0,3148.0,14536.0,4781.0,646206.0,4579.0,464484.0,4064.0,8066.0,2359.0,8465.0,2206.0,6588.0,994.0,15679.0,595.0,1586.0,10484.0,844.0,19642.0,1826.0,80809.0,259.0,1320.0,1058.0,20904.0,112.0,1472.0,3955.0,85906.0,3829.0,21813.0,111.0,287.0,3847.0,7808.0,3954.0,31718.0,3317.0,26313.0,3610.0,17288.0,5064.0,494320.0,2939.0,4619.0,1299.0,1951.0,575.0,247.0,720.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,249.0,5048.0,80627.0,5051.0,84237.0,1810.0,7462.0,3253.0,13438.0
27620,"Jefferson City, MO Metro Area",Metropolitan Statistical Area,7,895.0,803.0,764.0,2627.0,928.0,461669.0,792.0,181554.0,831.0,11209.0,611.0,17420.0,586.0,13399.0,245.0,20490.0,130.0,574.0,21557.0,125.0,5639.0,224.0,10903.0,0.0,0.0,149.0,3465.0,68.0,2170.0,860.0,62422.0,829.0,24684.0,0.0,0.0,828.0,3115.0,860.0,28472.0,553.0,7557.0,815.0,23104.0,895.0,389266.0,454.0,2095.0,0.0,0.0,45.0,18.0,98.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,2892.0,895.0,107598.0,894.0,110034.0,450.0,11310.0,444.0,16253.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,0,11319.0,4761.0,7499.0,25071.0,8704.0,433532.0,9368.0,337625.0,3277.0,6867.0,1113.0,2829.0,984.0,2079.0,1947.0,11202.0,486.0,846.0,6405.0,695.0,8827.0,2114.0,46442.0,1097.0,6970.0,1233.0,13224.0,0.0,0.0,3112.0,62350.0,2696.0,10853.0,339.0,495.0,2609.0,5578.0,3100.0,18162.0,2355.0,16079.0,2549.0,12511.0,7437.0,253134.0,3406.0,3852.0,2027.0,2377.0,434.0,223.0,417.0,350.0,3649.0,9304.0,3368.0,8223.0,2634.0,3247.0,98.0,419.0,6257.0,35510.0,7282.0,38577.0,1513.0,4270.0,9515.0,29987.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,1,179.0,94.0,129.0,348.0,81.0,-13660.0,49.0,1299.0,71.0,379.0,41.0,107.0,35.0,62.0,63.0,-1753.0,45.0,47.0,422.0,0.0,0.0,27.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,0.0,0.0,83.0,245.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,2,5546.0,1162.0,3510.0,10720.0,3956.0,70316.0,4380.0,51524.0,796.0,1858.0,250.0,316.0,214.0,192.0,1027.0,6726.0,77.0,175.0,178.0,188.0,1199.0,631.0,6452.0,594.0,3714.0,164.0,280.0,0.0,0.0,308.0,4326.0,162.0,157.0,114.0,233.0,200.0,319.0,301.0,818.0,170.0,914.0,207.0,595.0,1959.0,10995.0,677.0,253.0,241.0,72.0,55.0,17.0,21.0,8.0,2949.0,8025.0,2781.0,7124.0,1981.0,2302.0,0.0,0.0,1423.0,915.0,2292.0,2083.0,358.0,212.0,5012.0,14669.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,3,2518.0,1075.0,1674.0,5657.0,1901.0,90250.0,2172.0,71972.0,669.0,1316.0,229.0,424.0,201.0,243.0,335.0,2044.0,106.0,164.0,410.0,177.0,1567.0,521.0,9219.0,276.0,1818.0,458.0,2623.0,0.0,0.0,700.0,10917.0,566.0,1027.0,116.0,115.0,501.0,761.0,696.0,2104.0,448.0,2595.0,521.0,1835.0,2411.0,43145.0,1184.0,1156.0,728.0,677.0,119.0,64.0,110.0,80.0,700.0,1279.0,587.0,1099.0,586.0,842.0,0.0,0.0,1845.0,4042.0,1954.0,4600.0,337.0,495.0,2166.0,6803.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,4,1392.0,916.0,949.0,3539.0,1187.0,86152.0,1251.0,69431.0,643.0,959.0,187.0,329.0,166.0,246.0,212.0,1032.0,88.0,140.0,307.0,118.0,1242.0,373.0,8568.0,120.0,705.0,264.0,3703.0,0.0,0.0,747.0,13268.0,678.0,1914.0,58.0,80.0,638.0,1181.0,746.0,3446.0,588.0,3524.0,628.0,2519.0,1385.0,53555.0,688.0,1086.0,511.0,789.0,106.0,54.0,102.0,76.0,0.0,0.0,0.0,0.0,67.0,103.0,0.0,0.0,1320.0,6286.0,1338.0,6622.0,285.0,617.0,1104.0,3356.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,5,835.0,731.0,601.0,2369.0,784.0,72060.0,748.0,55992.0,475.0,689.0,160.0,383.0,146.0,295.0,143.0,805.0,77.0,113.0,545.0,104.0,1765.0,257.0,7958.0,72.0,515.0,178.0,3293.0,0.0,0.0,608.0,12211.0,574.0,2258.0,25.0,26.0,558.0,1122.0,608.0,3669.0,517.0,3429.0,518.0,2457.0,834.0,48666.0,459.0,800.0,348.0,562.0,83.0,48.0,79.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,6071.0,829.0,6354.0,209.0,591.0,625.0,2181.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,6,753.0,696.0,550.0,2154.0,694.0,95665.0,679.0,70789.0,541.0,873.0,200.0,730.0,182.0,568.0,144.0,1384.0,93.0,154.0,1601.0,108.0,3054.0,273.0,11785.0,35.0,218.0,169.0,3325.0,0.0,0.0,654.0,16267.0,624.0,3824.0,26.0,41.0,621.0,1690.0,654.0,5890.0,561.0,4573.0,589.0,3581.0,753.0,70382.0,362.0,529.0,199.0,277.0,71.0,40.0,105.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,72.0,751.0,11457.0,752.0,11910.0,270.0,1198.0,483.0,2124.0
27700,"Jesup, GA Micro Area",Micropolitan Statistical Area,7,96.0,87.0,86.0,284.0,101.0,32749.0,89.0,16618.0,82.0,793.0,46.0,540.0,40.0,473.0,23.0,964.0,0.0,53.0,2942.0,0.0,0.0,32.0,2187.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5361.0,92.0,1673.0,0.0,0.0,91.0,505.0,95.0,2235.0,71.0,1044.0,86.0,1524.0,95.0,26391.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,347.0,95.0,6739.0,95.0,6981.0,54.0,1157.0,42.0,609.0
