County FIPS code,Size of adjusted gross income by county,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
9,"$25,000 under $50,000",787,365,606,1648,495,28575,650,20271,348,568,190,194,179,129,144,1081,145,125,220,77,385,143,1649,103,732,181,1008,0,0,142,2184,100,230,39,32,97,124,142,409,64,272,87,227,760,14779,346,312,73,50,169,168,53,23,123,192,156,262,124,189,0,0,625,1469,680,1888,183,425,597,1615
9,"$50,000 under $75,000",470,369,405,1199,357,28855,393,19006,249,460,159,228,147,114,102,1041,115,96,620,58,404,110,1655,37,245,134,1797,0,0,127,2587,108,393,34,37,104,159,127,614,80,453,100,251,465,18336,251,395,65,46,136,231,44,23,28,26,0,0,0,0,0,0,436,2016,453,2459,178,602,288,711
9,"$75,000 under $100,000",239,215,201,653,198,20541,197,12076,157,428,129,192,121,128,55,1211,84,83,591,36,315,55,1086,20,86,70,1269,0,0,84,1608,77,377,0,0,76,115,84,524,60,361,68,206,239,14758,131,254,47,42,68,134,35,17,0,0,0,0,0,0,0,0,232,1760,236,2286,107,788,130,360
9,"$100,000 under $200,000",174,154,149,459,132,22379,133,10650,136,607,111,380,103,309,40,732,71,89,1270,38,631,46,842,0,0,64,1222,49,1123,102,2152,95,758,0,0,85,164,102,971,62,413,90,285,174,17712,95,129,35,38,33,49,0,0,0,0,0,0,0,0,0,0,174,2830,174,3443,114,1352,74,477
9,"$200,000 or more",50,43,48,138,45,18848,34,3546,43,440,41,309,39,290,20,1804,28,33,3529,0,0,0,0,0,0,0,0,0,0,43,1718,41,1123,0,0,31,79,43,1219,0,0,36,345,50,16574,20,146,0,0,0,0,0,0,0,0,0,0,0,0,38,196,50,3957,50,4402,33,1696,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Benton County,11861,6030,7974,24806,7656,619589,10044,460102,5760,10649,2834,7078,2528,5250,1951,16299,1089,1937,12257,1347,12122,2533,33892,1526,8677,1708,18762,97,1402,4049,74656,3569,17838,423,378,3741,8190,4043,27777,3159,22171,3133,8680,9748,407154,4729,6753,1044,942,2530,3744,802,388,1068,1355,1469,2875,1234,2519,134,637,8836,56614,9417,62067,2361,8228,9107,24873
11,Under $1,145,58,127,247,54,-4605,52,951,76,191,48,49,42,32,54,-520,42,53,195,0,0,33,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,0,0,26,27,0,0,71,137
11,"$1 under $25,000",3892,624,2269,4865,1159,48401,2989,33557,1246,1873,552,826,478,490,486,2261,165,357,479,369,1837,695,5345,373,2429,225,288,0,0,376,5961,134,175,222,135,280,463,371,892,153,847,242,437,2018,12188,544,193,60,21,114,47,48,14,542,601,960,2071,859,1896,0,0,1677,1098,2028,1592,513,277,3094,5276
11,"$25,000 under $50,000",2841,1097,1931,5559,1574,104732,2439,78981,1192,1813,535,885,471,587,442,3041,239,345,284,337,2229,617,7708,516,2736,604,3598,21,137,713,9895,576,1088,123,137,626,1062,712,2438,504,2861,441,925,2756,56702,1279,1155,249,163,624,636,132,63,404,613,488,775,375,623,0,0,2321,5831,2479,6743,462,819,2357,6077
11,"$50,000 under $75,000",2041,1529,1534,5338,1745,126565,1824,96898,1148,1927,567,1231,506,796,401,3084,235,393,1029,264,2180,502,7028,328,1739,433,6070,0,0,818,12562,760,2207,45,54,775,1514,818,4019,681,4360,608,1304,2033,81359,1129,1934,264,215,736,1248,230,117,122,141,0,0,0,0,0,0,1918,9019,1957,10108,520,1404,1515,4615
11,"$75,000 under $100,000",1493,1365,1080,4401,1536,129631,1406,104272,983,1518,480,1031,434,761,277,2538,183,302,1004,188,2134,346,6105,204,1131,231,4187,21,217,929,15982,909,3924,33,52,902,1985,929,6255,817,6014,765,1758,1492,91119,915,1844,228,227,617,1153,216,115,0,0,0,0,0,0,0,0,1478,10893,1483,11872,347,1243,1144,3904
11,"$100,000 under $200,000",1312,1234,914,4010,1463,165193,1220,126241,987,2104,551,1447,500,1163,248,3942,189,392,3581,168,3091,312,6707,105,642,183,3847,55,1048,1086,22817,1068,7450,0,0,1045,2750,1086,10673,929,7320,955,3048,1312,125072,790,1342,208,249,439,660,176,79,0,0,0,0,0,0,39,73,1305,19835,1307,21336,459,3041,849,3496
11,"$200,000 or more",137,123,119,386,125,49672,114,19202,128,1223,101,1609,97,1421,43,1953,36,95,5685,21,651,28,775,0,0,32,772,0,0,127,7439,122,2994,0,0,113,416,127,3500,75,769,122,1208,137,40714,72,285,35,67,0,0,0,0,0,0,0,0,0,0,95,564,137,9938,137,10389,60,1444,77,1368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
